1737232051.3546064,0.0,0.0,0.0,402,363,364,382
1737232051.4070935,0.0,0.0,0.0,402,363,366,380
1737232051.4732754,0.0,0.0,0.0,406,360,366,375
1737232051.5278828,0.0,0.0,0.0,406,360,366,372
1737232051.5921972,0.0,0.0,0.0,406,360,369,378
1737232051.6491964,0.0,0.0,0.0,406,360,371,369
1737232051.7144558,0.0,0.0,0.0,406,360,373,367
1737232051.7692728,0.0,0.0,0.0,406,360,376,366
1737232051.8361065,0.0,0.0,0.0,406,360,378,363
1737232051.89079,0.0,0.0,0.0,406,360,381,361
1737232051.954892,0.0,0.0,0.0,406,360,383,360
1737232052.0082145,0.0,0.0,0.0,406,360,385,357
1737232052.0759249,0.0,0.0,0.0,428,347,386,354
1737232052.1346545,0.0,0.0,0.0,430,347,388,351
1737232052.192868,0.0,0.0,0.0,433,346,390,349
1737232052.2510645,0.0,0.0,0.0,435,345,393,349
1737232052.3189726,0.0,0.0,0.0,438,343,396,348
1737232052.376607,0.0,0.0,0.0,440,341,398,347
1737232052.4347816,0.0,0.0,0.0,443,340,401,347
1737232052.4929774,0.0,0.0,0.0,446,338,403,345
1737232052.5584588,0.0,0.0,0.0,448,338,406,341
1737232052.6146257,0.0,0.0,0.0,450,338,408,340
1737232052.6729608,0.0,0.0,0.0,452,338,409,337
1737232052.7322447,0.0,0.0,0.0,454,337,412,335
1737232052.7922585,0.0,0.0,0.0,457,337,415,334
1737232052.8576245,0.0,0.0,0.0,457,337,417,333
1737232052.9133685,0.0,0.0,0.0,457,337,420,333
1737232052.97706,0.0,0.0,0.0,457,337,423,333
1737232053.0361726,0.0,0.0,0.0,467,332,427,331
1737232053.0959015,0.0,0.0,0.0,471,331,429,332
1737232053.1531942,0.0,0.0,0.0,472,331,431,329
1737232053.211915,0.0,0.0,0.0,475,332,433,326
1737232053.2730033,0.0,0.0,0.0,478,332,436,324
1737232053.3325837,0.0,0.0,0.0,480,332,439,322
1737232053.400952,0.0,0.0,0.0,483,333,441,321
1737232053.4612503,0.0,0.0,0.0,485,332,445,322
1737232053.5184681,0.0,0.0,0.0,488,332,447,322
1737232053.5766943,0.0,0.0,0.0,491,331,450,321
1737232053.6347694,0.0,0.0,0.0,494,330,453,322
1737232053.692866,0.0,0.0,0.0,497,330,456,322
1737232053.762514,0.0,0.0,0.0,500,330,459,320
1737232053.8221676,0.0,0.0,0.0,503,330,462,318
1737232053.8806093,0.0,0.0,0.0,506,332,465,316
1737232053.9384782,0.0,0.0,0.0,506,332,469,312
1737232053.9949365,0.0,0.0,0.0,510,332,471,314
1737232054.0615137,0.0,0.0,0.0,512,333,475,313
1737232054.1180475,0.0,0.0,0.0,516,333,478,316
1737232054.1758528,0.0,0.0,0.0,519,333,480,316
1737232054.2333703,0.0,0.0,0.0,522,333,483,316
1737232054.3010316,0.0,0.0,0.0,525,332,488,315
1737232054.36053,0.0,0.0,0.0,527,333,489,316
1737232054.4179053,0.0,0.0,0.0,529,335,492,314
1737232054.4763405,0.0,0.0,0.0,531,336,496,311
1737232054.5341284,0.0,0.0,0.0,533,336,499,311
1737232054.5939791,0.0,0.0,0.0,535,338,502,311
1737232054.663295,0.0,0.0,0.0,538,338,505,313
1737232054.7205582,0.0,0.0,0.0,542,339,508,315
1737232054.778251,0.0,0.0,0.0,546,339,511,316
1737232054.8364532,0.0,0.0,0.0,549,340,513,317
1737232054.8946054,0.0,0.0,0.0,551,340,518,316
1737232054.9616928,0.0,0.0,0.0,554,341,520,316
1737232055.0199983,0.0,0.0,0.0,555,343,523,316
1737232055.0785825,0.0,0.0,0.0,558,344,527,316
1737232055.1357996,0.0,0.0,0.0,559,345,530,315
1737232055.2022164,0.0,0.0,0.0,561,346,533,315
1737232055.2601006,0.0,0.0,0.0,564,347,536,316
1737232055.315862,0.0,0.0,0.0,567,348,538,319
1737232055.3834133,0.0,0.0,0.0,570,350,540,321
1737232055.4423566,0.0,0.0,0.0,573,351,543,322
1737232055.4999912,0.0,0.0,0.0,576,352,547,322
1737232055.5577493,0.0,0.0,0.0,578,353,549,323
1737232055.614405,0.0,0.0,0.0,579,355,552,323
1737232055.6817865,0.0,0.0,0.0,581,356,556,323
1737232055.7381332,0.0,0.0,0.0,583,356,559,323
1737232055.795909,0.0,0.0,0.0,585,359,562,324
1737232055.8561401,0.0,0.0,0.0,587,361,565,325
1737232055.9143682,0.0,0.0,0.0,590,362,567,327
1737232055.984447,0.0,0.0,0.0,593,364,569,329
1737232056.0407689,0.0,0.0,0.0,597,365,571,331
1737232056.1003354,0.0,0.0,0.0,599,367,575,333
1737232056.1582386,0.0,0.0,0.0,601,369,578,334
1737232056.2161412,0.0,0.0,0.0,603,371,581,335
1737232056.2815487,0.0,0.0,0.0,605,372,585,336
1737232056.3387725,0.0,0.0,0.0,606,373,589,336
1737232056.3976443,0.0,0.0,0.0,608,375,592,338
1737232056.4633536,0.0,0.0,0.0,610,377,594,340
1737232056.5230627,0.0,0.0,0.0,612,380,595,343
1737232056.5783384,0.0,0.0,0.0,615,383,597,345
1737232056.64462,0.0,0.0,0.0,617,385,598,347
1737232056.703022,0.0,0.0,0.0,621,386,601,350
1737232056.7618024,0.0,0.0,0.0,622,388,604,351
1737232056.8198025,0.0,0.0,0.0,623,390,608,352
1737232056.8765001,0.0,0.0,0.0,624,392,612,353
1737232056.943861,0.0,0.0,0.0,627,394,615,355
1737232057.0007727,0.0,0.0,0.0,628,396,617,357
1737232057.057695,0.0,0.0,0.0,629,399,619,359
1737232057.1239805,0.0,0.0,0.0,631,401,620,362
1737232057.1821032,0.0,0.0,0.0,633,404,621,365
1737232057.2398925,0.0,0.0,0.0,635,407,621,368
1737232057.2978344,0.0,0.0,0.0,638,409,625,371
1737232057.366241,0.0,0.0,0.0,639,412,626,372
1737232057.4241784,0.0,0.0,0.0,640,414,630,375
1737232057.4820523,0.0,0.0,0.0,640,417,634,376
1737232057.5400238,0.0,0.0,0.0,642,419,637,378
1737232057.5977688,0.0,0.0,0.0,642,422,638,381
1737232057.6674535,0.0,0.0,0.0,643,424,640,383
1737232057.7242315,0.0,0.0,0.0,644,427,641,387
1737232057.7802594,0.0,0.0,0.0,646,430,640,389
1737232057.8378866,0.0,0.0,0.0,648,434,641,393
1737232057.9045749,0.0,0.0,0.0,649,436,643,396
1737232057.959636,0.0,0.0,0.0,650,439,646,398
1737232058.0260532,0.0,0.0,0.0,650,442,649,401
1737232058.0814471,0.0,0.0,0.0,651,444,652,403
1737232058.1388755,0.0,0.0,0.0,652,446,655,406
1737232058.1980112,0.0,0.0,0.0,652,449,657,408
1737232058.2645469,0.0,0.0,0.0,652,452,657,411
1737232058.320993,0.0,0.0,0.0,653,456,656,413
1737232058.38179,0.0,0.0,0.0,654,458,656,416
1737232058.4388716,0.0,0.0,0.0,655,462,656,420
1737232058.507938,0.0,0.0,0.0,656,465,657,423
1737232058.5647235,0.0,0.0,0.0,656,468,659,426
1737232058.6228962,0.0,0.0,0.0,656,470,662,429
1737232058.678874,0.0,0.0,0.0,656,472,664,432
1737232058.7383404,0.0,0.0,0.0,656,474,666,435
1737232058.805055,0.0,0.0,0.0,656,477,667,437
1737232058.8606648,0.0,0.0,0.0,656,480,667,439
1737232058.920179,0.0,0.0,0.0,656,483,667,443
1737232058.9890487,0.0,0.0,0.0,656,487,666,445
1737232059.0441012,0.0,0.0,0.0,657,489,665,448
